2023-06-06 19:13:12,395 INFO    StreamThr :2016 [internal.py:wandb_internal():86] W&B internal server running at pid: 2016, started at: 2023-06-06 19:13:12.395227
2023-06-06 19:13:12,399 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: status
2023-06-06 19:13:12,399 INFO    WriterThread:2016 [datastore.py:open_for_write():85] open: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/run-pglt7dy0.wandb
2023-06-06 19:13:12,400 DEBUG   SenderThread:2016 [sender.py:send():375] send: header
2023-06-06 19:13:12,409 DEBUG   SenderThread:2016 [sender.py:send():375] send: run
2023-06-06 19:13:12,659 INFO    SenderThread:2016 [dir_watcher.py:__init__():219] watching files in: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files
2023-06-06 19:13:12,659 INFO    SenderThread:2016 [sender.py:_start_run_threads():1124] run started: pglt7dy0 with start time 1686078792.39546
2023-06-06 19:13:12,660 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: summary_record
2023-06-06 19:13:12,660 INFO    SenderThread:2016 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-06 19:13:12,661 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: check_version
2023-06-06 19:13:12,662 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: check_version
2023-06-06 19:13:12,735 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: run_start
2023-06-06 19:13:12,737 DEBUG   HandlerThread:2016 [system_info.py:__init__():31] System info init
2023-06-06 19:13:12,737 DEBUG   HandlerThread:2016 [system_info.py:__init__():46] System info init done
2023-06-06 19:13:12,737 INFO    HandlerThread:2016 [system_monitor.py:start():181] Starting system monitor
2023-06-06 19:13:12,737 INFO    SystemMonitor:2016 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-06 19:13:12,738 INFO    HandlerThread:2016 [system_monitor.py:probe():201] Collecting system info
2023-06-06 19:13:12,738 INFO    SystemMonitor:2016 [interfaces.py:start():190] Started cpu monitoring
2023-06-06 19:13:12,739 INFO    SystemMonitor:2016 [interfaces.py:start():190] Started disk monitoring
2023-06-06 19:13:12,740 INFO    SystemMonitor:2016 [interfaces.py:start():190] Started memory monitoring
2023-06-06 19:13:12,741 INFO    SystemMonitor:2016 [interfaces.py:start():190] Started network monitoring
2023-06-06 19:13:12,742 DEBUG   HandlerThread:2016 [system_info.py:probe():195] Probing system
2023-06-06 19:13:12,743 DEBUG   HandlerThread:2016 [system_info.py:_probe_git():180] Probing git
2023-06-06 19:13:12,754 DEBUG   HandlerThread:2016 [system_info.py:_probe_git():188] Probing git done
2023-06-06 19:13:12,755 DEBUG   HandlerThread:2016 [system_info.py:probe():240] Probing system done
2023-06-06 19:13:12,755 DEBUG   HandlerThread:2016 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-1025-gcp-x86_64-with-glibc2.35', 'python': '3.9.16', 'heartbeatAt': '2023-06-06T19:13:12.742160', 'startedAt': '2023-06-06T19:13:12.389347', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/preprocess_data.py', 'codePath': 'cohorts/2023/02-experiment-tracking/homework-wandb/preprocess_data.py', 'git': {'remote': 'https://github.com/DataTalksClub/mlops-zoomcamp.git', 'commit': 'bd850fa82ec613a7ba68fc32c22ba0c85b0ae9ff'}, 'email': 'kushal@g.ucla.edu', 'root': '/home/mlops_zoomcamp/mlops-zoomcamp', 'host': 'mlops-zoomcamp', 'username': 'mlops_zoomcamp', 'executable': '/home/mlops_zoomcamp/anaconda3/envs/hw2/bin/python', 'cpu_count': 1, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2800.3, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2800.3, 'min': 0.0, 'max': 0.0}, {'current': 2800.3, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 48.27519989013672, 'used': 10.530303955078125}, 'memory': {'total': 15.623329162597656}}
2023-06-06 19:13:12,755 INFO    HandlerThread:2016 [system_monitor.py:probe():211] Finished collecting system info
2023-06-06 19:13:12,755 INFO    HandlerThread:2016 [system_monitor.py:probe():214] Publishing system info
2023-06-06 19:13:12,755 DEBUG   HandlerThread:2016 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-06 19:13:12,755 DEBUG   HandlerThread:2016 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-06 19:13:12,755 DEBUG   HandlerThread:2016 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-06 19:13:13,662 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/wandb-summary.json
2023-06-06 19:13:13,663 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/conda-environment.yaml
2023-06-06 19:13:13,663 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/requirements.txt
2023-06-06 19:13:15,085 DEBUG   HandlerThread:2016 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-06 19:13:15,085 INFO    HandlerThread:2016 [system_monitor.py:probe():216] Finished publishing system info
2023-06-06 19:13:15,090 DEBUG   SenderThread:2016 [sender.py:send():375] send: files
2023-06-06 19:13:15,090 INFO    SenderThread:2016 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-06 19:13:15,099 DEBUG   SenderThread:2016 [sender.py:send():375] send: telemetry
2023-06-06 19:13:15,099 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: stop_status
2023-06-06 19:13:15,100 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: stop_status
2023-06-06 19:13:15,185 DEBUG   SenderThread:2016 [sender.py:send():375] send: exit
2023-06-06 19:13:15,185 INFO    SenderThread:2016 [sender.py:send_exit():598] handling exit code: 1
2023-06-06 19:13:15,185 INFO    SenderThread:2016 [sender.py:send_exit():600] handling runtime: 2
2023-06-06 19:13:15,186 INFO    SenderThread:2016 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-06 19:13:15,186 INFO    SenderThread:2016 [sender.py:send_exit():606] send defer
2023-06-06 19:13:15,186 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,186 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-06 19:13:15,187 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,187 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 0
2023-06-06 19:13:15,187 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 1
2023-06-06 19:13:15,187 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,187 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-06 19:13:15,187 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,187 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 1
2023-06-06 19:13:15,187 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 2
2023-06-06 19:13:15,188 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,188 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-06 19:13:15,188 INFO    HandlerThread:2016 [system_monitor.py:finish():190] Stopping system monitor
2023-06-06 19:13:15,188 INFO    HandlerThread:2016 [interfaces.py:finish():202] Joined cpu monitor
2023-06-06 19:13:15,188 DEBUG   SystemMonitor:2016 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-06 19:13:15,188 DEBUG   SystemMonitor:2016 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-06 19:13:15,188 DEBUG   SystemMonitor:2016 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-06 19:13:15,189 INFO    HandlerThread:2016 [interfaces.py:finish():202] Joined disk monitor
2023-06-06 19:13:15,189 INFO    HandlerThread:2016 [interfaces.py:finish():202] Joined memory monitor
2023-06-06 19:13:15,189 INFO    HandlerThread:2016 [interfaces.py:finish():202] Joined network monitor
2023-06-06 19:13:15,190 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,190 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 2
2023-06-06 19:13:15,190 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 3
2023-06-06 19:13:15,190 DEBUG   SenderThread:2016 [sender.py:send():375] send: stats
2023-06-06 19:13:15,190 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,190 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-06 19:13:15,190 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,190 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 3
2023-06-06 19:13:15,190 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 4
2023-06-06 19:13:15,190 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,190 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-06 19:13:15,191 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,191 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 4
2023-06-06 19:13:15,191 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 5
2023-06-06 19:13:15,191 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,191 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-06 19:13:15,191 DEBUG   SenderThread:2016 [sender.py:send():375] send: summary
2023-06-06 19:13:15,191 INFO    SenderThread:2016 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-06 19:13:15,192 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,192 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 5
2023-06-06 19:13:15,192 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 6
2023-06-06 19:13:15,192 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,192 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-06 19:13:15,192 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,192 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 6
2023-06-06 19:13:15,197 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: status_report
2023-06-06 19:13:15,306 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 7
2023-06-06 19:13:15,306 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:15,306 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-06 19:13:15,306 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:15,306 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 7
2023-06-06 19:13:15,457 INFO    wandb-upload_0:2016 [upload_job.py:push():137] Uploaded file /tmp/tmpf2hx4k0nwandb/cksjbnw0-wandb-metadata.json
2023-06-06 19:13:15,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/config.yaml
2023-06-06 19:13:15,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/wandb-summary.json
2023-06-06 19:13:15,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/conda-environment.yaml
2023-06-06 19:13:15,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/output.log
2023-06-06 19:13:15,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_created():278] file/dir created: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/wandb-metadata.json
2023-06-06 19:13:16,106 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-06 19:13:17,190 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 8
2023-06-06 19:13:17,191 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: poll_exit
2023-06-06 19:13:17,191 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:17,191 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-06 19:13:17,191 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:17,192 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 8
2023-06-06 19:13:17,198 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 9
2023-06-06 19:13:17,198 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:17,198 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-06 19:13:17,198 DEBUG   SenderThread:2016 [sender.py:send():375] send: artifact
2023-06-06 19:13:17,661 INFO    Thread-12 :2016 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/output.log
2023-06-06 19:13:17,869 INFO    wandb-upload_0:2016 [upload_job.py:push():92] Skipped uploading /home/mlops_zoomcamp/.local/share/wandb/artifacts/staging/tmp6nbzp1am
2023-06-06 19:13:18,095 INFO    wandb-upload_1:2016 [upload_job.py:push():95] Uploaded file /home/mlops_zoomcamp/.local/share/wandb/artifacts/staging/tmpp4ml4p2t
2023-06-06 19:13:18,852 INFO    SenderThread:2016 [sender.py:send_artifact():1474] sent artifact job-https___github.com_DataTalksClub_mlops-zoomcamp.git_cohorts_2023_02-experiment-tracking_homework-wandb_preprocess_data.py - {'id': 'QXJ0aWZhY3Q6NDc5MjM0MTk0', 'digest': '8890b05eef62aeef8d6e4000edf512d4', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjc0NjU0MTQx', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NDc4NjY3OTY4', 'versionIndex': 0}}, 'version': 'latest'}
2023-06-06 19:13:18,852 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:18,852 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 9
2023-06-06 19:13:18,852 INFO    SenderThread:2016 [dir_watcher.py:finish():365] shutting down directory watcher
2023-06-06 19:13:19,662 INFO    SenderThread:2016 [dir_watcher.py:finish():395] scan: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files
2023-06-06 19:13:19,662 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/conda-environment.yaml conda-environment.yaml
2023-06-06 19:13:19,663 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/output.log output.log
2023-06-06 19:13:19,665 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/wandb-metadata.json wandb-metadata.json
2023-06-06 19:13:19,665 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/config.yaml config.yaml
2023-06-06 19:13:19,668 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/wandb-summary.json wandb-summary.json
2023-06-06 19:13:19,668 INFO    SenderThread:2016 [dir_watcher.py:finish():409] scan save: /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/requirements.txt requirements.txt
2023-06-06 19:13:19,668 INFO    SenderThread:2016 [sender.py:transition_state():626] send defer: 10
2023-06-06 19:13:19,671 DEBUG   HandlerThread:2016 [handler.py:handle_request():144] handle_request: defer
2023-06-06 19:13:19,671 INFO    HandlerThread:2016 [handler.py:handle_request_defer():170] handle defer: 10
2023-06-06 19:13:19,671 DEBUG   SenderThread:2016 [sender.py:send_request():402] send_request: defer
2023-06-06 19:13:19,671 INFO    SenderThread:2016 [sender.py:send_request_defer():622] handle sender defer: 10
2023-06-06 19:13:19,673 INFO    SenderThread:2016 [file_pusher.py:finish():167] shutting down file pusher
2023-06-06 19:13:19,992 INFO    wandb-upload_0:2016 [upload_job.py:push():137] Uploaded file /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/conda-environment.yaml
2023-06-06 19:13:20,026 INFO    wandb-upload_4:2016 [upload_job.py:push():137] Uploaded file /home/mlops_zoomcamp/mlops-zoomcamp/cohorts/2023/02-experiment-tracking/homework-wandb/wandb/run-20230606_191312-pglt7dy0/files/requirements.txt
